Sygnatura czasowa;Polityka RODO: ;Jestem: ;Sta¿ pracy: ;Szko³a:;Co jest prawd¹ o emocjach?;Z psychologicznego punktu widzenia emocje:;Co mo¿e pomóc w KONSTRUKTYWNYM ukojeniu nieprzyjemnych emocji? ;Jak wykonuje siê poprawny oddech przeponowy?;Co jest sposobem na zmniejszenie podatnoœci na odczuwanie nieprzyjemnych stanów emocjonalnych?;Czy forma przekazywania treœci podczas spotkania by³a dla Pani/Pana odpowiednia?;Jeœli nie, co nale¿a³oby zmieniæ?;Czy treœci przekazywane by³y w sposób zrozumia³y?;Czy æwiczenia realizowane w trakcie szkolenia pozwala³y na praktyczne wykorzystywanie zdobytej wiedzy? ;Czy prowadz¹cy zachêca³ do interakcji? Dawa³ mo¿liwoœæ zadawania pytañ i dyskusji? ;Czy udzia³ w szkoleniu pozwoli³ Pani/Panu na zdobycie lub uporz¹dkowanie wiedzy? ;Dziêki spotkaniu lepiej rozumiem to, co siê ze mn¹ dzieje.;Dziêki wiedzy zdobytej na szkoleniu jestem lepiej przygotowana/y na zauwa¿enie swoich emocji i zaopiekowania siê nimi.;Jakie treœci przekazane w ramach spotkania bêd¹ dla Pani/Pana najbardziej przydatne? Dlaczego?;Czy spotkanie zmieni³o sposób postrzegania przez Pani¹/Pana pewnych zagadnieñ? Jakich?;Czy jest Pani/Pan w stanie wskazaæ treœci, które uwa¿a Pani/Pan za zbêdne w agendzie szkolenia? Jakie?;Czy w Pani/Pana odczuciu w agendzie spotkania zabrak³o jakichœ istotnych treœci? Jakich?;Ogólna ocena spotkania ;Czy ma Pani/Pan dodatkowe uwagi dotycz¹ce szkolenia?
6.11.2025 18:01:31;Akceptujê;nauczycielem;16-20 lat;I Liceum Ogólnokszta³c¹ce im. Bojowników o Polskoœæ Mazur w Piszu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Raczej tak;Raczej tak;Tak;Raczej tak;4;4;O wypaleniu zawodowym.;Tak.;Nie.;Nie.;7;Nie.
6.11.2025 18:01:31;Akceptujê;nauczycielem;16-20 lat;I Liceum Ogólnokszta³c¹ce im. Bojowników o Polskoœæ Mazur w Piszu;Obie odpowiedzi s¹ poprawne.;mo¿na podzieliæ na dobre (pozytywne) i z³e (negatywne).;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Raczej tak;5;4;.;.;.;.;10;.
6.11.2025 18:01:58;Akceptujê;pedagogiem;21 lat i wiêcej;I Liceum Ogólnokszta³c¹ce im. Bojowników o Polskoœæ Mazur w Piszu;To reakcje, które pojawiaj¹ siê w odpowiedzi na subiektywnie wa¿n¹ dla danej osoby sytuacjê.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;techniki relaksacyjne;tak, mo¿liwoœæ pracy z oddechem;brak;nie;10;nie
6.11.2025 18:02:03;Akceptujê;psychologiem;16-20 lat;I Liceum Ogólnokszta³c¹ce im. Bojowników o Polskoœæ Mazur w Piszu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Æwiczenia ;Znam te zagadnienia, ale uporz¹dkowa³am i odœwie¿y³am sobie wiedzê ;Nie;Nie;10;Nie
6.11.2025 18:02:10;Akceptujê;nauczycielem;21 lat i wiêcej;I Liceum Ogólnokszta³c¹ce im. Bojowników o Polskoœæ Mazur w Piszu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Raczej tak;Raczej tak;Tak;Raczej tak;4;4;sposoby odpoczynku;Tak;nie;nie zabrak³;8;nie
6.11.2025 18:02:18;Akceptujê;nauczycielem;21 lat i wiêcej;I Liceum Ogólnokszta³c¹ce im. Bojowników o Polskoœæ Mazur w Piszu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Raczej tak;Tak;Zdecydowanie tak;4;4;Technika oddychania. Szybka pomoc w stresie.;Nie;Nie ma takich.;Nie.;9;Dziêkujê.
6.11.2025 18:02:40;Akceptujê;nauczycielem;21 lat i wiêcej;I Liceum Ogólnokszta³c¹ce im. Bojowników o Polskoœæ Mazur w Piszu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;4;4;æwiczenia oddechowe ;emocje wczeœniej dzieli³am na dobre i z³e;nie;nie;9;Dziêkujê 
6.11.2025 18:03:10;Akceptujê;pedagogiem;16-20 lat;I Liceum Ogólnokszta³c¹ce im. Bojowników o Polskoœæ Mazur w Piszu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;oddech;samo -relaksacja;nie;nie;10;dziêkujê
6.11.2025 18:03:12;Akceptujê;nauczycielem;21 lat i wiêcej;I Liceum Ogólnokszta³c¹ce im. Bojowników o Polskoœæ Mazur w Piszu;Uruchamiaj¹ ca³y zespó³ zmian w ciele, w sposobie myœlenia i zachowaniu cz³owieka.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Techniki radzenia sobie ze stresem;Rozumienie emocji, wagi relaksacji;Nie by³o takich;Nie;10;Nie
6.11.2025 18:03:48;Akceptujê;dyrektorem/wicedyrektorem;16-20 lat;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 33 w Poznaniu;Obie odpowiedzi s¹ poprawne.;mo¿na podzieliæ na dobre (pozytywne) i z³e (negatywne).;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Raczej tak;Tak;Raczej tak;4;4;jak opanowaæ stres ;nie zmieni³o ;nie ma takich ;nie zabrak³o ;10;brak 
6.11.2025 18:04:11;Akceptujê;nauczycielem;16-20 lat;I Liceum Ogólnokszta³c¹ce im. Bojowników o Polskoœæ Mazur w Piszu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Konkretne sposoby radzenia sobie ze stresem i relaksacja;Raczej nie;Nie by³o takich;Niczego nie zabrak³o ;10;Nie
6.11.2025 18:04:19;Akceptujê;dyrektorem/wicedyrektorem;21 lat i wiêcej;I Liceum Ogólnokszta³c¹ce im. Bojowników o Polskoœæ Mazur w Piszu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Sposób na odprê¿enie.;Sposób odczytywania w³asnych emocji, tego co czujê, umiejêtnoœæ ich nazwania.;Wszystko stanowi³o kompleksowe omówienie zagadnienia.;Wydaje mi siê, ¿e nie.;10;Prowadz¹ca bardzo kompetentna.
6.11.2025 18:04:20;Akceptujê;dyrektorem/wicedyrektorem;21 lat i wiêcej;I Liceum Ogólnokszta³c¹ce im. Bojowników o Polskoœæ Mazur w Piszu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;propozycje technik relaksacyjnych. Nie s³ysza³em wczeœniej o tych technikach i bedê próbowa³ wykorzystaæ;Technik relaksacyjnych;Nie;Raczej nie;9;Bez uwag
6.11.2025 18:04:36;Akceptujê;nauczycielem;6-10 lat;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 33 w Poznaniu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;konkretne æwiczenia;reakcje mojego organzimu;nie;nie;10;nie
6.11.2025 18:04:47;Akceptujê;nauczycielem;21 lat i wiêcej;I Liceum Ogólnokszta³c¹ce im. Bojowników o Polskoœæ Mazur w Piszu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Raczej tak;Zdecydowanie tak;Tak;Raczej tak;4;5;Æwiczenia oddechowe;Tak, stawianie siebie na pierwszym miejscu.;Nie;Nie;10;Nie mam.
6.11.2025 18:04:54;Akceptujê;nauczycielem;21 lat i wiêcej;I Liceum Ogólnokszta³c¹ce im. Bojowników o Polskoœæ Mazur w Piszu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Wszystkie, pomog³y usystematyzowaæ wiedzê. ;Nie, poniewa¿ by³y oczywiste dla mnie. ;Nie ma takich.;Raczej nie.;10;Raczej nie
6.11.2025 18:05:12;Akceptujê;nauczycielem;6-10 lat;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 33 w Poznaniu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Raczej tak;5;5;przyk³ady æwiczeñ;-;nie by³o takich;nie;10;-
6.11.2025 18:05:20;Akceptujê;nauczycielem;6-10 lat;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 33 w Poznaniu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;Nic, jak zwykle spotkanie by³o profesjonalnie przygotowane, a zarazem bardzo przyjemne w odbiorze;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Sposoby radzenia sobie z negatywnymi emocjami -  dowiedzia³am siê jak mogê pomóc sobie ale tak¿e innym, np. uczniom. Wiedzê zdobyt¹ na dzisiejszym szkoleniu na pewno przeka¿ê swoim wychowankom.;nie zmieni³o, raczej uporz¹dkowa³o informacje.;nie.;nie.;10;Nie, pani Magda jest rewelacyjna, bardzo otwarta  i œwietnie potrafi dotrzeæ do odbiorcy.
6.11.2025 18:05:25;Akceptujê;nauczycielem;16-20 lat;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 33 w Poznaniu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;nic;Raczej tak;Raczej tak;Tak;Raczej tak;5;4;-;Tak.;nie;nie;10;nie
6.11.2025 18:05:50;Akceptujê;nauczycielem;mniej ni¿ rok;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 33 w Poznaniu;Obie odpowiedzi s¹ poprawne.;mo¿na podzieliæ na dobre (pozytywne) i z³e (negatywne).;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Raczej tak;Raczej tak;Tak;Raczej tak;4;4;Mapa emocji ;Podejœcia do emocji i panowania nad nimi ;Nie ;Nie ;8;Nie 
6.11.2025 18:06:45;Akceptujê;nauczycielem;21 lat i wiêcej;I Liceum Ogólnokszta³c¹ce im. Bojowników o Polskoœæ Mazur w Piszu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Raczej tak;Tak;Raczej tak;4;4;jak siê nie zapalisz, to siê nie wypalisz;w pracy nauczyciela lepiej byæ rzemieœlnikiem, ni¿ pasjonat¹:));nie;nie wiem;8;nie
6.11.2025 18:10:19;Akceptujê;nauczycielem;6-10 lat;Zespó³ Szkó³ Ogólnokszta³c¹cych nr 33 w Poznaniu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech i wydech odbywaj¹ siê przez nos.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Æwiczenia maj¹ce na celu dba³oœæ o codzienny dobrostan. ;Nie;Nie;Nie;10;Nie
6.11.2025 19:20:03;Akceptujê;nauczycielem;6-10 lat;I Liceum Ogólnokszta³c¹ce im. Bojowników o Polskoœæ Mazur w Piszu;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Jak radziæ sobie ze stresem ;Podejœcie do emocji ;Nie;Nie;10;Nie
6.11.2025 19:57:52;Akceptujê;nauczycielem;6-10 lat;Szko³a Podstawowa nr 28 im. ¯o³nierzy 4PP „Czwartaków” Zespó³ Placówek Oœwiatowych nr 1 w Kielcach;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;brak;brak;brak;brak;10;brak
6.11.2025 19:59:21;Akceptujê;nauczycielem;21 lat i wiêcej;Szko³a Podstawowa nr 28 im. ¯o³nierzy 4PP „Czwartaków” Zespó³ Placówek Oœwiatowych nr 1 w Kielcach;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Nie;sposób prowadzenia;Raczej tak;Raczej tak;Tak;Raczej nie;3;3;sposoby odreagowania;nie;nie;nie;5;nie
6.11.2025 20:00:09;Akceptujê;nauczycielem;21 lat i wiêcej;Szko³a Podstawowa nr 28 im. ¯o³nierzy 4PP „Czwartaków” Zespó³ Placówek Oœwiatowych nr 1 w Kielcach;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Æwiczenia;Nie, poniewa¿ by³am na kursie mindfulness;Nie;Nie;10;Nie
6.11.2025 20:00:38;Akceptujê;nauczycielem;1-5 lat;Szko³a Podstawowa nr 28 im. ¯o³nierzy 4PP „Czwartaków” Zespó³ Placówek Oœwiatowych nr 1 w Kielcach;To reakcje, które pojawiaj¹ siê w odpowiedzi na subiektywnie wa¿n¹ dla danej osoby sytuacjê.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Wprowadzenie takich zajêæ z uczniami. ;Nie. ;Nie..;Nie.;10;Nie. 
6.11.2025 20:00:53;Akceptujê;dyrektorem/wicedyrektorem;21 lat i wiêcej;Szko³a Podstawowa nr 28 im. ¯o³nierzy 4PP „Czwartaków” Zespó³ Placówek Oœwiatowych nr 1 w Kielcach;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Sposoby radzenia sobie w sytuacjach stresowych i umiejêtnoœci roz³adowywania emocji.;Mam du¿y wp³yw na to, jak reagowaæ w trudnych sytuacjach i jak sobie z nimi radziæ.;nie by³o takich.;Nie mam zdania.;10;nie
6.11.2025 20:01:22;Akceptujê;nauczycielem;11-15 lat;Szko³a Podstawowa nr 28 im. ¯o³nierzy 4PP „Czwartaków” Zespó³ Placówek Oœwiatowych nr 1 w Kielcach;To reakcje, które pojawiaj¹ siê w odpowiedzi na subiektywnie wa¿n¹ dla danej osoby sytuacjê.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Zdecydowanie tak;5;5;Sposoby radzenia sobie z sytuacja trudnymi, emocjami ;Roz³adowywanie napiêcia;Brak. Wszystko przydatne ;Treœci by³y wyczerpuj¹ce ;10;Brak
6.11.2025 20:01:31;Akceptujê;kierownik œwietlicy;1-5 lat;Szko³a Podstawowa nr 28 im. ¯o³nierzy 4PP „Czwartaków” Zespó³ Placówek Oœwiatowych nr 1 w Kielcach;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Raczej tak;Tak;Raczej tak;5;5;Nowa okaza³a siê informacja o sekwencji TIPP, bedê zg³êbiaæ temat;Raczej usystymatyzowa³o mi wiedzê;nie ma;nie;9;nie mam
6.11.2025 20:01:50;Akceptujê;pedagog specjalny, n-l wspó³organizuj¹cy ;6-10 lat;Szko³a Podstawowa nr 28 im. ¯o³nierzy 4PP „Czwartaków” Zespó³ Placówek Oœwiatowych nr 1 w Kielcach;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Raczej tak;Tak;Raczej tak;4;4;Sposoby dbania o siebie, by móc pomagaæ innym.;Raczej nie;Nie;Nie;8;Nie
6.11.2025 20:01:52;Akceptujê;psychologiem;1-5 lat;Szko³a Podstawowa nr 28 im. ¯o³nierzy 4PP „Czwartaków” Zespó³ Placówek Oœwiatowych nr 1 w Kielcach;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;;Zdecydowanie tak;Zdecydowanie tak;Tak;Raczej tak;4;5;Techniki oddechowe i relaksacyjne, które mo¿na zastosowaæ na codzieñ. ;Wiele z tych rzeczy wiedzia³am, gdy¿ staram siê ci¹gle dokszta³caæ w temacie regulacji emocji. Jednak¿e wiedz¹ by³a klarownie i przejrzyœcie przekazana. ;Nie. Nie mia³am odczucia, ze jakieœ treœci s¹ zbêdne. ;Nie. Wiedza podana w sposób wyczerpuj¹cy. Bardzo przyjemna prowadz¹ca. ;10;Proszê o wiêcej Pani Mai w szkoleniach :)
6.11.2025 20:02:36;Akceptujê;nauczycielem;11-15 lat;Szko³a Podstawowa nr 28 im. ¯o³nierzy 4PP „Czwartaków” Zespó³ Placówek Oœwiatowych nr 1 w Kielcach;Obie odpowiedzi s¹ poprawne.;s¹ normalne i potrzebne, poniewa¿ realizuj¹ szereg wa¿nych funkcji.;Przyjêcie odpowiedniej postawy cia³a lub wykonanie prostych ruchów.;Wdech odbywa siê przez nos, a wydech – przez usta.;Codzienna troska o fizycznoœæ, opieraj¹ca siê na trzech g³ównych filarach: w³aœciwej diecie, odpowiedniej iloœci snu i ruchu.;Tak;-;Raczej tak;Raczej tak;Tak;Raczej tak;4;4;-;Tak;Nie;Nie;8;nie
